TICKER,CUSIP,OFTIC,CNAME,PENDS,MEASURE,PDICITY,ANNDATS,VALUE
02HN,69553P10,PD,PAGERDUTY,20220731,EPS,QTR,20220901,-0.04
02HN,69553P10,PD,PAGERDUTY,20220131,EPS,QTR,20220316,-0.04
02HN,69553P10,PD,PAGERDUTY,20210430,EPS,QTR,20210603,-0.08
02HN,69553P10,PD,PAGERDUTY,20201031,EPS,QTR,20201203,-0.09
02HN,69553P10,PD,PAGERDUTY,20200731,EPS,QTR,20200902,-0.04
02HN,69553P10,PD,PAGERDUTY,20200430,EPS,QTR,20200604,-0.04
02HN,69553P10,PD,PAGERDUTY,20220430,EPS,QTR,20220602,-0.04
02HN,69553P10,PD,PAGERDUTY,20210731,EPS,QTR,20210902,-0.13
02HN,69553P10,PD,PAGERDUTY,20200131,EPS,QTR,20200318,-0.03
02HN,69553P10,PD,PAGERDUTY,20210131,EPS,QTR,20210317,-0.07
02J0,05352A10,AVTR,AVANTOR,20211231,EPS,QTR,20220203,0.36
02J0,05352A10,AVTR,AVANTOR,20210630,EPS,QTR,20210729,0.35
02J0,05352A10,AVTR,AVANTOR,20210930,EPS,QTR,20211028,0.35
02J0,05352A10,AVTR,AVANTOR,20220630,EPS,QTR,20220728,0.37
02J0,05352A10,AVTR,AVANTOR,20200331,EPS,QTR,20200429,0.17
02J0,05352A10,AVTR,AVANTOR,20201231,EPS,QTR,20210203,0.29
02J0,05352A10,AVTR,AVANTOR,20191231,EPS,QTR,20200207,0.19
02J0,05352A10,AVTR,AVANTOR,20200930,EPS,QTR,20201027,0.24
02J0,05352A10,AVTR,AVANTOR,20210331,EPS,QTR,20210428,0.35
02J0,05352A10,AVTR,AVANTOR,20220331,EPS,QTR,20220428,0.38
02J0,05352A10,AVTR,AVANTOR,20200630,EPS,QTR,20200729,0.19
02J7,83088V10,WORK,SLACK TECH,20200131,EPS,QTR,20200312,-0.04
02J7,83088V10,WORK,SLACK TECH,20200430,EPS,QTR,20200604,-0.02
02J7,83088V10,WORK,SLACK TECH,20201031,EPS,QTR,20201201,0.01
02J7,83088V10,WORK,SLACK TECH,20210430,EPS,QTR,20210603,0.08
02J7,83088V10,WORK,SLACK TECH,20210131,EPS,QTR,20210304,-0.01
02J7,83088V10,WORK,SLACK TECH,20200731,EPS,QTR,20200908,0
02K5,39874R10,GO,GROCERY OUTLET,20210331,EPS,QTR,20210511,0.23
02K5,39874R10,GO,GROCERY OUTLET,20210630,EPS,QTR,20210810,0.23
02K5,39874R10,GO,GROCERY OUTLET,20220630,EPS,QTR,20220809,0.29
02K5,39874R10,GO,GROCERY OUTLET,20210930,EPS,QTR,20211109,0.24
02K5,39874R10,GO,GROCERY OUTLET,20200930,EPS,QTR,20201110,0.5
02K5,39874R10,GO,GROCERY OUTLET,20191231,EPS,QTR,20200324,0.21
02K5,39874R10,GO,GROCERY OUTLET,20200630,EPS,QTR,20200810,0.42
02K5,39874R10,GO,GROCERY OUTLET,20200331,EPS,QTR,20200511,0.36
02K5,39874R10,GO,GROCERY OUTLET,20211231,EPS,QTR,20220301,0.2
02K5,39874R10,GO,GROCERY OUTLET,20201231,EPS,QTR,20210302,0.24
02K5,39874R10,GO,GROCERY OUTLET,20220331,EPS,QTR,20220510,0.22
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20220331,EPS,QTR,20220525,0.39
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20210331,EPS,QTR,20210526,0.42
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20220630,EPS,QTR,20220803,0.38
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20210930,EPS,QTR,20211103,0.35
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20200930,EPS,QTR,20201104,0.32
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20211231,EPS,QTR,20220202,0.36
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20201231,EPS,QTR,20210203,0.34
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20210630,EPS,QTR,20210804,0.41
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20191231,EPS,QTR,20200212,0.33
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20200630,EPS,QTR,20200805,0.25
02KP,15912K10,CHNG,CHANGE HEALTHCAR,20200331,EPS,QTR,20200603,0.42
02KS,00650F10,ADPT,ADAPTIVE,20220630,EPS,QTR,20220803,-0.37
02KS,00650F10,ADPT,ADAPTIVE,20210930,EPS,QTR,20211103,-0.4
02KS,00650F10,ADPT,ADAPTIVE,20220331,EPS,QTR,20220504,-0.44
02KS,00650F10,ADPT,ADAPTIVE,20210331,EPS,QTR,20210505,-0.29
02KS,00650F10,ADPT,ADAPTIVE,20211231,EPS,QTR,20220215,-0.43
02KS,00650F10,ADPT,ADAPTIVE,20210630,EPS,QTR,20210804,-0.35
02KS,00650F10,ADPT,ADAPTIVE,20200930,EPS,QTR,20201110,-0.27
02KS,00650F10,ADPT,ADAPTIVE,20200331,EPS,QTR,20200512,-0.25
02KS,00650F10,ADPT,ADAPTIVE,20200630,EPS,QTR,20200810,-0.26
02KS,00650F10,ADPT,ADAPTIVE,20201231,EPS,QTR,20210224,-0.33
02KS,00650F10,ADPT,ADAPTIVE,20191231,EPS,QTR,20200226,-0.17
02KV,88339P10,REAL,REALREAL,20200930,EPS,QTR,20201109,-0.41
02KV,88339P10,REAL,REALREAL,20210930,EPS,QTR,20211108,-0.47
02KV,88339P10,REAL,REALREAL,20220630,EPS,QTR,20220809,-0.4
02KV,88339P10,REAL,REALREAL,20211231,EPS,QTR,20220223,-0.42
02KV,88339P10,REAL,REALREAL,20201231,EPS,QTR,20210222,-0.49
02KV,88339P10,REAL,REALREAL,20210331,EPS,QTR,20210510,-0.49
02KV,88339P10,REAL,REALREAL,20220331,EPS,QTR,20220510,-0.47
02KV,88339P10,REAL,REALREAL,20200630,EPS,QTR,20200806,-0.42
02KV,88339P10,REAL,REALREAL,20191231,EPS,QTR,20200225,-0.17
02KV,88339P10,REAL,REALREAL,20200331,EPS,QTR,20200506,-0.39
02KV,88339P10,REAL,REALREAL,20210630,EPS,QTR,20210809,-0.5
02MI,26815010,DT,DYNATRACE,20220630,EPS,QTR,20220803,0.18
02MI,26815010,DT,DYNATRACE,20210331,EPS,QTR,20210512,0.15
02MI,26815010,DT,DYNATRACE,20210930,EPS,QTR,20211027,0.18
02MI,26815010,DT,DYNATRACE,20210630,EPS,QTR,20210728,0.16
02MI,26815010,DT,DYNATRACE,20200630,EPS,QTR,20200729,0.13
02MI,26815010,DT,DYNATRACE,20200930,EPS,QTR,20201028,0.18
02MI,26815010,DT,DYNATRACE,20200331,EPS,QTR,20200512,0.11
02MI,26815010,DT,DYNATRACE,20191231,EPS,QTR,20200129,0.1
02MI,26815010,DT,DYNATRACE,20220331,EPS,QTR,20220518,0.17
02MI,26815010,DT,DYNATRACE,20211231,EPS,QTR,20220202,0.18
02MI,26815010,DT,DYNATRACE,20201231,EPS,QTR,20210203,0.17
02ND,70614W10,PTON,PELOTON,20210630,EPS,QTR,20210826,-0.71
02ND,70614W10,PTON,PELOTON,20220630,EPS,QTR,20220825,-2.68
02ND,70614W10,PTON,PELOTON,20211231,EPS,QTR,20220208,-1.36
02ND,70614W10,PTON,PELOTON,20210930,EPS,QTR,20211104,-1.21
02ND,70614W10,PTON,PELOTON,20220331,EPS,QTR,20220510,-1.25
02ND,70614W10,PTON,PELOTON,20201231,EPS,QTR,20210204,0.18
02ND,70614W10,PTON,PELOTON,20200930,EPS,QTR,20201105,0.2
02ND,70614W10,PTON,PELOTON,20210331,EPS,QTR,20210505,-0.03
02ND,70614W10,PTON,PELOTON,20200630,EPS,QTR,20200910,0.27
02ND,70614W10,PTON,PELOTON,20200331,EPS,QTR,20200506,-0.2
02ND,70614W10,PTON,PELOTON,20191231,EPS,QTR,20200205,-0.2
02NT,88025U10,TXG,10X GENOMICS,20220630,EPS,QTR,20220808,-0.57
02NT,88025U10,TXG,10X GENOMICS,20220331,EPS,QTR,20220504,-0.38
02NT,88025U10,TXG,10X GENOMICS,20211231,EPS,QTR,20220216,-0.16
02NT,88025U10,TXG,10X GENOMICS,20210930,EPS,QTR,20211103,-0.15
02NT,88025U10,TXG,10X GENOMICS,20210630,EPS,QTR,20210804,-0.1
02NT,88025U10,TXG,10X GENOMICS,20201231,EPS,QTR,20210217,-3.87
02NT,88025U10,TXG,10X GENOMICS,20210331,EPS,QTR,20210505,-0.11
02NT,88025U10,TXG,10X GENOMICS,20200930,EPS,QTR,20201110,-0.65
02NT,88025U10,TXG,10X GENOMICS,20200331,EPS,QTR,20200511,-0.2
02NT,88025U10,TXG,10X GENOMICS,20200630,EPS,QTR,20200811,-0.41
02NT,88025U10,TXG,10X GENOMICS,20191231,EPS,QTR,20200218,-0.07
02OE,83192H10,SDC,SMILEDIRECTCLUB,20220630,EPS,QTR,20220808,-0.17
02OE,83192H10,SDC,SMILEDIRECTCLUB,20220331,EPS,QTR,20220509,-0.19
02OE,83192H10,SDC,SMILEDIRECTCLUB,20210930,EPS,QTR,20211108,-0.23
02OE,83192H10,SDC,SMILEDIRECTCLUB,20211231,EPS,QTR,20220228,-0.25
02OE,83192H10,SDC,SMILEDIRECTCLUB,20210630,EPS,QTR,20210809,-0.14
02OE,83192H10,SDC,SMILEDIRECTCLUB,20210331,EPS,QTR,20210510,-0.25
02OE,83192H10,SDC,SMILEDIRECTCLUB,20201231,EPS,QTR,20210304,-0.09
02OE,83192H10,SDC,SMILE DIRECT,20200630,EPS,QTR,20200812,-0.17
02OE,83192H10,SDC,SMILE DIRECT,20200331,EPS,QTR,20200513,-0.28
02OE,83192H10,SDC,SMILEDIRECTCLUB,20200930,EPS,QTR,20201116,-0.11
02OE,83192H10,SDC,SMILE DIRECT,20191231,EPS,QTR,20200225,-0.25
02OI,18915M10,NET,CLOUDFLARE,20201231,EPS,QTR,20210211,-0.02
02OI,18915M10,NET,CLOUDFLARE,20220630,EPS,QTR,20220804,0.001
02OI,18915M10,NET,CLOUDFLARE,20220331,EPS,QTR,20220505,0.01
02OI,18915M10,NET,CLOUDFLARE,20210930,EPS,QTR,20211104,0
02OI,18915M10,NET,CLOUDFLARE,20200930,EPS,QTR,20201105,-0.02
02OI,18915M10,NET,CLOUDFLARE,20210630,EPS,QTR,20210805,-0.02
02OI,18915M10,NET,CLOUDFLARE,20200630,EPS,QTR,20200806,-0.03
02OI,18915M10,NET,CLOUDFLARE,20200331,EPS,QTR,20200507,-0.04
02OI,18915M10,NET,CLOUDFLARE,20211231,EPS,QTR,20220210,0
02OI,18915M10,NET,CLOUDFLARE,20191231,EPS,QTR,20200213,-0.06
02OI,18915M10,NET,CLOUDFLARE,20210331,EPS,QTR,20210506,-0.03
02OP,29415F10,NVST,ENVISTA HOLDINGS,20220630,EPS,QTR,20220803,0.48
02OP,29415F10,NVST,ENVISTA HOLDINGS,20211231,EPS,QTR,20220209,0.46
02OP,29415F10,NVST,ENVISTA HOLDINGS,20210930,EPS,QTR,20211103,0.45
02OP,29415F10,NVST,ENVISTA HOLDINGS,20201231,EPS,QTR,20210210,0.56
02OP,29415F10,NVST,ENVISTA HOLDINGS,20220331,EPS,QTR,20220504,0.47
02OP,29415F10,NVST,ENVISTA HOLDINGS,20200930,EPS,QTR,20201029,0.48
02OP,29415F10,NVST,ENVISTA HOLDINGS,20210630,EPS,QTR,20210803,0.53
02OP,29415F10,NVST,ENVISTA HOLDINGS,20210331,EPS,QTR,20210505,0.54
02OP,29415F10,NVST,ENVISTA HOLDINGS,20200331,EPS,QTR,20200512,0.03
02OP,29415F10,NVST,ENVISTA HOLDINGS,20200630,EPS,QTR,20200730,-0.1
02OP,29415F10,NVST,ENVISTA HOLDINGS,20191231,EPS,QTR,20200130,0.52
AA,44320110,HWM,HOWMET,20220630,EPS,QTR,20220804,0.35
AA,44320110,HWM,HOWMET,20211231,EPS,QTR,20220202,0.3
AA,44320110,HWM,HOWMET,20210930,EPS,QTR,20211104,0.27
AA,44320110,HWM,HOWMET,20210630,EPS,QTR,20210804,0.22
AA,44320110,HWM,HOWMET,20220331,EPS,QTR,20220503,0.31
AA,44320110,HWM,HOWMET,20200630,EPS,QTR,20200806,0.12
AA,44320110,HWM,HOWMET,20210331,EPS,QTR,20210506,0.22
AA,44320110,HWM,HOWMET,20201231,EPS,QTR,20210203,0.21
AA,03965L10,ARNC,ARCONIC,20191231,EPS,QTR,20200127,0.53
AA,44320110,HWM,HOWMET,20200930,EPS,QTR,20201109,0.03
AA,03965L10,ARNC,ARCONIC,20200331,EPS,QTR,20200505,0.62
AA0V,18482P10,CLFD,CLEARFIELD,20220331,EPS,QTR,20220428,0.66
AA0V,18482P10,CLFD,CLEARFIELD,20220630,EPS,QTR,20220728,0.92
AA0V,18482P10,CLFD,CLEARFIELD,20211231,EPS,QTR,20220127,0.75
AA0V,18482P10,CLFD,CLEARFIELD,20200930,EPS,QTR,20201104,0.22
AA0V,18482P10,CLFD,CLEARFIELD,20210331,EPS,QTR,20210422,0.27
AA0V,18482P10,CLFD,CLEARFIELD,20201231,EPS,QTR,20210128,0.23
AA0V,18482P10,CLFD,CLEARFIELD,20210930,EPS,QTR,20211104,0.53
AA0V,18482P10,CLFD,CLEARFIELD,20191231,EPS,QTR,20200123,0.04
AA0V,18482P10,CLFD,CLEARFIELD,20210630,EPS,QTR,20210722,0.44
AA0V,18482P10,CLFD,CLEARFIELD,20200331,EPS,QTR,20200423,0.05
AA0V,18482P10,CLFD,CLEARFIELD,20200630,EPS,QTR,20200723,0.22
AA10,02077210,APT,ALPHA PRO TECH L,20210630,EPS,QTR,20210804,
AA10,02077210,APT,ALPHA PRO TECH L,20201231,EPS,QTR,20210309,0.53
AA10,02077210,APT,ALPHA PRO TECH L,20200930,EPS,QTR,20201105,0.58
AA10,02077210,APT,ALPHA PRO TECH L,20200630,EPS,QTR,20200804,
AA10,02077210,APT,ALPHA PRO TECH L,20200331,EPS,QTR,20200506,
AA10,02077210,APT,ALPHA PRO TECH L,20210930,EPS,QTR,20211104,
AA10,02077210,APT,ALPHA PRO TECH L,20191231,EPS,QTR,20200226,
AA10,02077210,APT,ALPHA PRO TECH L,20211231,EPS,QTR,20220309,
AA10,02077210,APT,ALPHA PRO TECH L,20210331,EPS,QTR,20210506,0.27
AA1N,29873610,EEFT,EURONET WRLDWDE,20191231,EPS,QTR,20200211,1.63
AA1N,29873610,EEFT,EURONET WORLDWID,20211231,EPS,QTR,20220209,1.15
AA1N,29873610,EEFT,EURONET WORLDWID,20210930,EPS,QTR,20211020,1.77
AA1N,29873610,EEFT,EURONET WORLDWID,20220630,EPS,QTR,20220727,1.73
AA1N,29873610,EEFT,EURONET WORLDWID,20210630,EPS,QTR,20210727,0.53
AA1N,29873610,EEFT,EURONET WRLDWDE,20200630,EPS,QTR,20200729,0.04
AA1N,29873610,EEFT,EURONET WRLDWDE,20201231,EPS,QTR,20210209,1.11
AA1N,29873610,EEFT,EURONET WORLDWID,20220331,EPS,QTR,20220426,0.69
AA1N,29873610,EEFT,EURONET WORLDWID,20210331,EPS,QTR,20210428,0.23
AA1N,29873610,EEFT,EURONET WRLDWDE,20200331,EPS,QTR,20200428,0.55
AA30,45826H10,ITGR,INTEGER HOLDINGS,20220331,EPS,QTR,20220428,0.78
AA30,45826H10,ITGR,INTEGER HOLDINGS,20210630,EPS,QTR,20210729,1.07
AA30,45826H10,ITGR,INTEGER HOLDINGS,20210331,EPS,QTR,20210429,0.97
AA30,45826H10,ITGR,INTEGER HOLDINGS,20210930,EPS,QTR,20211028,1.05
AA30,45826H10,ITGR,INTEGER HOLDINGS,20220630,EPS,QTR,20220728,1.04
AA30,45826H10,ITGR,INTEGER HOLDINGS,20211231,EPS,QTR,20220217,0.99
AA30,45826H10,ITGR,INTEGER HOLDINGS,20200331,EPS,QTR,20200507,1.25
AA30,45826H10,ITGR,INTEGER HOLDINGS,20191231,EPS,QTR,20200220,1.25
AA30,45826H10,ITGR,INTEGER HOLDINGS,20200930,EPS,QTR,20201029,0.5
AA30,45826H10,ITGR,INTEGER HOLDINGS,20200630,EPS,QTR,20200730,0.32
AA30,45826H10,ITGR,INTEGER HOLDINGS,20201231,EPS,QTR,20210218,0.71
AA3E,12514110,CECE,CECO,20220630,EPS,QTR,20220808,0.18
AA3E,12514110,CECE,CECO,20210630,EPS,QTR,20210803,0.09
AA3E,12514110,CECE,CECO,20211231,EPS,QTR,20220314,0.1
AA3E,12514110,CECE,CECO,20200331,EPS,QTR,20200506,0.15
AA3E,12514110,CECE,CECO,20201231,EPS,QTR,20210303,0.16
AA3E,12514110,CECE,CECO,20220331,EPS,QTR,20220510,0.14
AA3E,12514110,CECE,CECO,20200930,EPS,QTR,20201104,0.11
AA3E,12514110,CECE,CECO,20200630,EPS,QTR,20200805,0.14
AA3E,12514110,CECE,CECO,20210930,EPS,QTR,20211108,0.01
AA3E,12514110,CECE,CECO,20191231,EPS,QTR,20200304,0.27
AA3E,12514110,CECE,CECO,20210331,EPS,QTR,20210506,0.09
AA3G,09175M10,NILE,BITNILE HLDG,20220630,EPS,QTR,20220822,-0.08
AA3G,09175M10,NILE,BITNILE HLDG,20211231,EPS,QTR,20220415,-0.38
AA3G,09175M10,NILE,BITNILE HLDG,20220331,EPS,QTR,20220523,-0.02
AA3G,05150X10,DPW,AULT GLOBAL HLDG,20210331,EPS,QTR,20210524,
AA3G,26140E60,DPW,DPW HLDG,20201231,EPS,QTR,20210415,
AA3G,26140E60,DPW,DPW HLDG,20200630,EPS,QTR,20200819,
AA3G,05150X10,DPW,AULT GLOBAL HLDG,20210630,EPS,QTR,20210816,
AA3G,26140E60,DPW,DPW HLDG,20200331,EPS,QTR,20200706,
AA3G,26140E60,DPW,DPW HLDG,20200930,EPS,QTR,20201118,
AA3G,26140E60,DPW,DPW HLDG,20191231,EPS,QTR,20200529,
AA3G,05150X10,DPW,AULT GLOBAL HLDG,20210930,EPS,QTR,20211119,
AA3O,20786W10,CNOB,CONNECTONE,20220630,EPS,QTR,20220728,0.78
AA3O,20786W10,CNOB,CONNECTONE,20220331,EPS,QTR,20220428,0.75
AA3O,20786W10,CNOB,CONNECTONE,20211231,EPS,QTR,20220127,0.79
AA3O,20786W10,CNOB,CONNECTONE,20210930,EPS,QTR,20211028,0.8
AA3O,20786W10,CNOB,CONNECTONE,20201231,EPS,QTR,20210128,0.65
AA3O,20786W10,CNOB,CONNECTONE,20210630,EPS,QTR,20210729,0.81
AA3O,20786W10,CNOB,CONNECTONE,20200630,EPS,QTR,20200730,0.49
AA3O,20786W10,CNOB,CONNECTONE,20200331,EPS,QTR,20200430,0.35
AA3O,20786W10,CNOB,CONNECTONE,20210331,EPS,QTR,20210429,0.82
AA3O,20786W10,CNOB,CONNECTONE,20191231,EPS,QTR,20200123,0.61
AA3O,20786W10,CNOB,CONNECTONE,20200930,EPS,QTR,20201029,0.63
AA4U,23337740,DXPE,DXP ENTERPRISES,20210930,EPS,QTR,20211208,0.36
AA4U,23337740,DXPE,DXP ENTERPRISES,20220630,EPS,QTR,20220808,0.74
AA4U,23337740,DXPE,DXP ENTERPRISES,20210630,EPS,QTR,20210816,0.4
AA4U,23337740,DXPE,DXP ENTERPRISES,20220331,EPS,QTR,20220510,0.65
AA4U,23337740,DXPE,DXP ENTERPRISES,20211231,EPS,QTR,20220325,0.05
AA4U,23337740,DXPE,DXP ENTERPRISES,20201231,EPS,QTR,20210309,0.19
AA4U,23337740,DXPE,DXP ENTERPRISES,20200930,EPS,QTR,20201106,0.16
AA4U,23337740,DXPE,DXP ENTERPRISES,20200630,EPS,QTR,20200806,0.12
AA4U,23337740,DXPE,DXP ENTERPRISES,20210331,EPS,QTR,20210507,0.02
AA4U,23337740,DXPE,DXP ENTERPRISES,20191231,EPS,QTR,20200306,0.12
AA4U,23337740,DXPE,DXP ENTERPRISES,20200331,EPS,QTR,20200508,0.31
AA51,13303410,CAC,CAMDEN NATIONAL,20220331,EPS,QTR,20220426,1.13
AA51,13303410,CAC,CAMDEN NATIONAL,20210930,EPS,QTR,20211026,0.97
AA51,13303410,CAC,CAMDEN NATIONAL,20210331,EPS,QTR,20210427,1.31
AA51,13303410,CAC,CAMDEN NATIONAL,20211231,EPS,QTR,20220125,1.11
AA51,13303410,CAC,CAMDEN NATIONAL,20210630,EPS,QTR,20210727,1.21
AA51,13303410,CAC,CAMDEN NATIONAL,20200930,EPS,QTR,20201027,1.11
AA51,13303410,CAC,CAMDEN NATIONAL,20200630,EPS,QTR,20200728,0.73
AA51,13303410,CAC,CAMDEN NATIONAL,20220630,EPS,QTR,20220726,1.02
AA51,13303410,CAC,CAMDEN NATIONAL,20200331,EPS,QTR,20200428,0.89
AA51,13303410,CAC,CAMDEN NATIONAL,20201231,EPS,QTR,20210126,1.22
AA51,13303410,CAC,CAMDEN NATIONAL,20191231,EPS,QTR,20200128,0.99
AA5G,37386510,GABC,GERMAN AMERCN,20220630,EPS,QTR,20220725,0.81
AA5G,37386510,GABC,GERMAN AMERCN,20210331,EPS,QTR,20210426,0.74
AA5G,37386510,GABC,GERMAN AMERCN,20210930,EPS,QTR,20211025,0.81
AA5G,37386510,GABC,GERMAN AMERCN,20210630,EPS,QTR,20210726,0.9
AA5G,37386510,GABC,GERMAN AMERCN,20200930,EPS,QTR,20201026,0.55
AA5G,37386510,GABC,GERMAN AMERCN,20211231,EPS,QTR,20220131,0.73
AA5G,37386510,GABC,GERMAN AMERCN,20200331,EPS,QTR,20200506,0.47
AA5G,37386510,GABC,GERMAN AMERCN,20220331,EPS,QTR,20220425,0.77
AA5G,37386510,GABC,GERMAN AMERCN,20201231,EPS,QTR,20210125,0.79
AA5G,37386510,GABC,GERMAN AMERCN,20191231,EPS,QTR,20200127,0.59
AA5G,37386510,GABC,GERMAN AMERCN,20200630,EPS,QTR,20200727,0.54
AAAF,02343610,AMED,AMEDISYS,20220630,EPS,QTR,20220727,1.47
AAAF,02343610,AMED,AMEDISYS,20220331,EPS,QTR,20220427,1.23
AAAF,02343610,AMED,AMEDISYS,20210630,EPS,QTR,20210804,1.69
AAAF,02343610,AMED,AMEDISYS,20210930,EPS,QTR,20211102,1.53
AAAF,02343610,AMED,AMEDISYS,20210331,EPS,QTR,20210428,1.54
AAAF,02343610,AMED,AMEDISYS,20211231,EPS,QTR,20220223,1.18
AAAF,02343610,AMED,AMEDISYS INC,20201231,EPS,QTR,20210224,1.49
AAAF,02343610,AMED,AMEDISYS INC,20200630,EPS,QTR,20200728,1.34
AAAF,02343610,AMED,AMEDISYS INC,20191231,EPS,QTR,20200218,0.94
AAAF,02343610,AMED,AMEDISYS INC,20200331,EPS,QTR,20200506,1.05
AAAF,02343610,AMED,AMEDISYS INC,20200930,EPS,QTR,20201028,2.24
AAGD,51680620,LPI,LAREDO PETROLEUM,20220630,EPS,QTR,20220803,7.5
AAGD,51680620,LPI,LAREDO PETROLEUM,20211231,EPS,QTR,20220222,3.39
AAGD,51680620,LPI,LAREDO PETROLEUM,20210930,EPS,QTR,20211102,1.84
AAGD,51680620,LPI,LAREDO PETROLEUM,20210630,EPS,QTR,20210804,1.71
AAGD,51680620,LPI,LAREDO PETROLEUM,20201231,EPS,QTR,20210222,3.23
AAGD,51680620,LPI,LAREDO PETROLEUM,20200930,EPS,QTR,20201104,4.02
AAGD,51680620,LPI,LAREDO PETROLEUM,20200630,EPS,QTR,20200805,2.43
AAGD,51680610,LPI,LAREDO PETROLEUM,20200331,EPS,QTR,20200506,1.8
AAGD,51680620,LPI,LAREDO PETROLEUM,20220331,EPS,QTR,20220504,5.26
AAGD,51680610,LPI,LAREDO PETROLEUM,20191231,EPS,QTR,20200212,3.4
AAGD,51680620,LPI,LAREDO PETROLEUM,20210331,EPS,QTR,20210505,1.71
AAIC,01234810,AIN,ALBANY INTL,20220630,EPS,QTR,20220725,1.06
AAIC,01234810,AIN,ALBANY INTL,20220331,EPS,QTR,20220425,0.91
AAIC,01234810,AIN,ALBANY INTL,20211231,EPS,QTR,20220215,0.86
AAIC,01234810,AIN,ALBANY INTL,20210331,EPS,QTR,20210426,0.87
AAIC,01234810,AIN,ALBANY INTL,20210630,EPS,QTR,20210726,1.01
AAIC,01234810,AIN,ALBANY INTL,20210930,EPS,QTR,20211025,0.83
AAIC,01234810,AIN,ALBANY INTL,20200930,EPS,QTR,20201028,0.96
AAIC,01234810,AIN,ALBANY INTL,20200331,EPS,QTR,20200429,0.78
AAIC,01234810,AIN,ALBANY INTL,20200630,EPS,QTR,20200729,1.09
AAIC,01234810,AIN,ALBANY INTL,20201231,EPS,QTR,20210210,0.89
AAIC,01234810,AIN,ALBANY INTL,20191231,EPS,QTR,20200210,0.97
AAOI,03823U10,AAOI,AOI,20220331,EPS,QTR,20220505,-0.29
AAOI,03823U10,AAOI,AOI,20211231,EPS,QTR,20220224,-0.2
AAOI,03823U10,AAOI,AOI,20220630,EPS,QTR,20220804,-0.28
AAOI,03823U10,AAOI,AOI,20210331,EPS,QTR,20210506,-0.21
AAOI,03823U10,AAOI,AOI,20200930,EPS,QTR,20201105,-0.06
AAOI,03823U10,AAOI,AOI,20210930,EPS,QTR,20211104,-0.2
AAOI,03823U10,AAOI,AOI,20200630,EPS,QTR,20200806,-0.24
AAOI,03823U10,AAOI,AOI,20201231,EPS,QTR,20210225,-0.2
AAOI,03823U10,AAOI,AOI,20210630,EPS,QTR,20210805,-0.15
AAOI,03823U10,AAOI,APPLIED OPTOELEC,20191231,EPS,QTR,20200227,-0.18
AAOI,03823U10,AAOI,APPLIED OPTOELEC,20200331,EPS,QTR,20200507,-0.44
AAON,00036020,AAON,AAON,20220630,EPS,QTR,20220808,0.3
AAON,00036020,AAON,AAON,20200630,EPS,QTR,20200806,0.34
AAON,00036020,AAON,AAON,20211231,EPS,QTR,20220228,0.18
AAON,00036020,AAON,AAON,20210630,EPS,QTR,20210805,0.38
AAON,00036020,AAON,AAON,20201231,EPS,QTR,20210225,0.27
AAON,00036020,AAON,AAON,20220331,EPS,QTR,20220505,0.33
AAON,00036020,AAON,AAON,20210930,EPS,QTR,20211104,0.29
AAON,00036020,AAON,AAON,20200930,EPS,QTR,20201105,0.38
AAON,00036020,AAON,AAON,20191231,EPS,QTR,20200227,0.33
AAON,00036020,AAON,AAON,20210331,EPS,QTR,20210506,0.3
AAON,00036020,AAON,AAON,20200331,EPS,QTR,20200507,0.41
AAPL,03783310,AAPL,APPLE,20220630,EPS,QTR,20220728,1.2
AAPL,03783310,AAPL,APPLE,20220331,EPS,QTR,20220428,1.52
AAPL,03783310,AAPL,APPLE,20210930,EPS,QTR,20211028,1.24
AAPL,03783310,AAPL,APPLE,20210331,EPS,QTR,20210428,1.4
AAPL,03783310,AAPL,APPLE,20201231,EPS,QTR,20210127,1.68
AAPL,03783310,AAPL,APPLE,20200331,EPS,QTR,20200430,0.6375
AAPL,03783310,AAPL,APPLE,20200630,EPS,QTR,20200730,0.645
AAPL,03783310,AAPL,APPLE,20211231,EPS,QTR,20220127,2.1
AAPL,03783310,AAPL,APPLE,20191231,EPS,QTR,20200128,1.2475
AAPL,03783310,AAPL,APPLE,20210630,EPS,QTR,20210727,1.3
AAPL,03783310,AAPL,APPLE,20200930,EPS,QTR,20201029,0.73
AAPS,00751Y10,AAP,ADVANCE AUTO,20210930,EPS,QTR,20211115,3.21
AAPS,00751Y10,AAP,ADVANCE AUTO,20220630,EPS,QTR,20220823,3.74
AAPS,00751Y10,AAP,ADVANCE AUTO,20220331,EPS,QTR,20220523,3.57
AAPS,00751Y10,AAP,ADVANCE AUTO,20200930,EPS,QTR,20201110,2.81
AAPS,00751Y10,AAP,ADVANCE AUTO,20211231,EPS,QTR,20220214,2.07
AAPS,00751Y10,AAP,ADVANCE AUTO,20210331,EPS,QTR,20210602,3.34
